0.0          0.08768
37.          0.08759
72.73        0.08751
113.56       0.08582
146.74       0.08733
178.64       0.08726
206.71       0.08879
222.02       0.10469
228.4        0.1254
236.06       0.15249
244.99       0.1987
256.47       0.26881
264.13       0.32778
269.23       0.39473
275.61       0.44573
281.99       0.52064
289.65       0.59077
297.31       0.66727
307.51       0.73101
317.72       0.79635
330.48       0.85052
344.52       0.90151
364.93       0.92537
385.35       0.95083
415.97       0.96829
446.6        0.97619
479.77       0.9809
525.71       0.98557
574.2        0.99024
621.41       0.99172
658.41       0.99323
690.31       0.99315
724.76       0.99307
750.28       0.9946
786.01       0.99452
820.46       0.99444
847.26       0.99278
880.43       0.9943
913.61       0.99262
945.51       0.99414
987.62       0.99404
1024.62      0.99236
1053.97      0.99229
1089.7       0.9954
1134.36      0.99529
1176.47      0.9936
1210.92      0.99352
1250.47      0.99502
1288.75      0.99333
1315.55      0.99327
